,elitism,budget,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
0,on,500,-336.8362474943124,-913.5987040447664,465.3640137409873,150.07401552200494,-568.4361053126643,-2512.27489911303,-181.50127641453554,-287.34715525788545,180.4082384012881,2874.9208072615825,1098.178736436711,5174.62908349102,-10.387730601513033,1.592572843040896,-218.96393138495236,-461.29373957287146,-206.72051793242647,181.4748250588367,-23.421212744559664,-292.9395352028792,-1642.1760027332296,1932.6045965622684,-5.584725820871114,-1705.3793651490653,-300.0288605459963,-14806.378594674856,-1579.8188030924978,305.246047840639,-74.613507035627,1000.760323107263,-64.15971503922954,308.6126679001287,408.7581152411688,-672.9050533961537,86.91834768246797,-809.5992827404231,880.0906072911439,48.39363115301416,46.262915195736824,-30.42884213457471,-19.25951799982431,-429.6006658579029,-727.1172567164347,4.90289207806432,-465.220401901518,-662.849711559694
1,off,500,-2311.649114366116,-1721.8057258307504,-976.6463753757305,1550.4100716799835,-4729.072315578959,-2474.2385599813047,-26.921689769253312,21.115683210679713,248.27461283493443,8453.684587563654,2154.070332135447,11580.871940268094,-124.63057658945819,-200.2306644555557,518.538958033167,-599.0135717356009,-165.34692491878485,-200.5235995417905,1087.4588448184493,654.0998382100549,1168.9235035070567,50.635375522181796,1332.5061462262904,-8519.400881232406,-425.52966589803117,-10003.519112945754,-3543.1374053148543,483.8156349938348,-642.6065817382299,4758.4616571163115,83.74920800380906,565.7150030115062,1043.439167529979,-893.6127322748657,861.4132052999695,216.97487723470113,2206.6410708396515,-2056.746073302809,-591.3304292383041,-531.3353001942281,-57.18959519056023,-732.7572179818274,-3005.250026616029,-1379.6558729651447,-333.193619159804,-2626.598475301399
2,on,2000,-7.645739206348095,3.422432125027045,4.491635920175081,0.10581332922023289,-10.129985492678692,-0.06584791177117869,1.8452854119287407,3.125056868258039,0.926086316736754,-26.733010384969838,-26.58880265558086,-8.6803279019843,4.354843153896606,0.7033171664360992,7.0902651181335345,-2.7738704633502866,3.4868208738482247,0.7208241282465946,1.6714849471615654,5.13855084539782,14.35311430605874,7.2262788419686075,-9.24338971245246,-3.8563130519465765,-12.890636740649539,19.208610475454908,-10.759767109007955,1.9792893389406057,9.630814435795706,25.176436077011072,12.80493509262862,12.119027865454495,-18.891564192195386,3.6688169044606824,3.533942770963695,-49.10060812794503,3.5021095896608996,-12.012400685229789,-0.028830338927277096,-0.1666789432046126,2.196165417795261,-14.826880089739552,2.0952467547858316,1.701432263516602,1.9395868922352464,15.415869313752633
3,off,2000,-1.2340927949452758,9.92753852037472,14.814333213555395,13.369474572092514,-82.92328238055379,15.89648551837542,39.961569071048494,6.47176289754731,-0.18045770675550982,2.150651808011949,57.88700688541935,29.56635571000133,22.076203361645632,-3.856646376084549,8.052586004558197,-1.3908994338301839,2.963347392206785,4.001651743830041,0.3400583404568188,-0.3755806567048519,47.77864723536849,19.163816117024552,-23.85877304450332,-44.690201054573336,-23.94266630734293,49.431309063686086,4.7740645449,14.51860044162931,21.752315917776333,32.573876897197486,-17.50704316862978,-0.24106823674785466,-39.44091488176387,11.144302078362776,7.945583716538868,-89.21529502166271,14.136597959192073,16.421839864687286,-4.598469947458018,19.83177528661878,-2.9087203605784078,-44.10749596436853,-11.992251759738613,17.8623786540121,-1.5065456103060577,46.972505404642234
4,on,5000,-0.043497151311170025,0.6438882713932172,-0.10227529719217074,0.5415331274465874,0.4410598326210241,1.127898111065335,-0.11806597055049467,0.3430004233276857,-1.4592664066389889,0.622148586848544,-1.4130558223426457,2.3749159060080327,0.4768772133117118,-0.624206920421182,0.5442093175751798,-0.4642617182554319,0.6411264020534096,0.2797526370971292,-0.3411536695385811,0.29792487639868437,1.6673714656149154,2.978724018595953,-1.6653670402276726,1.4202192482065379,-1.8666831383986369,3.672939733360499,-0.6461317822968504,0.06474735067345715,2.425149048205227,2.4078799283513446,-0.27566700422417595,-1.1105591953946885,0.7692008653438375,1.1212862954357117,0.3884552875219989,-4.761689790692379,0.484035785466679,-0.7915827408945725,0.320631744998267,-0.24358727678842787,0.7689963999199332,0.24001949586883378,-0.27781615559653766,0.2652027853125514,0.5482501937264728,3.716615555255946
5,off,5000,-0.7314419640656418,0.8173205210616936,1.3944402570059033,0.37365923755925834,1.5459064724979164,1.3301064428691711,0.7193595525478333,0.37708497764370547,-3.512249243336944,5.8880046872659255,0.47615314490342503,13.409620304243184,1.070283847169201,-1.3030097021481903,1.750048425538165,-3.1253740819841753,3.1343687941622056,0.2543804932735259,-0.22640689268825556,-0.4591876843101259,-1.4989962563340196,5.26279304284642,-3.313192784008336,-3.6847900789891943,-3.580453222313524,6.937337439142748,-1.172399552689822,0.9021699674526342,3.3307832483279487,2.5218082980590735,1.064326024641921,-2.749228345141556,-1.750423742197169,-0.15009031192317046,4.661667078193378,-6.957947027369126,2.959321704767957,0.19982846909811838,0.06981026961030481,0.46338517646002353,-1.496530501897211,-5.440022171019326,2.0715615977811646,1.602769171874842,0.01870582189397984,6.331386651375794
6,on,10000,-0.15662765578650267,-0.053968032600784074,0.08925785160467911,0.02918902212246099,0.025360903503860548,0.009452841520265522,0.0012840824778908115,0.11464484069324318,-0.11849010343303841,-0.24959968622206904,-0.23924795292216197,0.5296337578487086,0.28965520517523663,0.057421990853369145,-0.4629255956539133,0.001536427498103156,0.21477035889733026,0.11773129486341642,0.02548694002802787,-0.1011766285531295,0.1575984367166048,0.32936040640204,0.016729682974176274,-0.1219884398991482,-0.7556511752857606,0.25630447817872465,0.08067380742449762,0.2791194382762382,0.028996172623572007,0.7296840395896496,0.10240611145908707,-0.4294117283224438,-0.4800845617337214,0.11787490718531916,-0.6229325045377988,-0.5977306243746073,0.09408579913300472,-0.04299787335921977,-0.047624486950975445,0.10653140859602157,0.1205918146069844,0.06590545775466268,0.029884580254805487,0.18941665160267945,0.18899895639016012,0.5723665127110766
7,off,10000,0.05632962902917769,0.09299148181785723,0.08242397895142464,0.02960678201292093,-0.6015780359771529,-0.025286171232860255,0.06357518405809513,-0.07742074401460279,0.6519740119213497,0.3261815888258751,0.17783633846036254,-0.07603484981908096,0.1578290492342262,0.10617864671432083,0.04585727723170863,0.09075425867768895,-0.0005550986939116375,0.12592225513690494,0.07275622389460776,-0.0747574454820386,0.11143481943727207,0.46059489155503797,-0.4827100027817555,-0.34123293314736347,-0.4946465783735761,1.5990188582908589,0.4576299756163878,0.37892363288645614,0.48034600689734286,0.7048637859627092,-0.18861700271562679,0.03249204352056266,-0.4197724099696378,0.6089935171501782,0.36574573364591784,-1.050848469695875,0.017470972396522667,0.038593571029918665,0.04909003526471226,-0.25097858651309984,0.06121372583438145,-0.27017463879343667,-0.1545339651282271,-0.04956783033626379,0.025158035712463847,0.5906057731426791
8,on,50000,0.01915391397551306,0.16825935559181365,0.017746403629037753,-0.011247583588579925,0.09086199434466323,0.06125354659150195,-0.002297697728604847,0.14601373084579877,-0.0026074126023300503,-0.3173816798299561,-0.2011207644073674,1.0721478504154724,0.006887607007765768,-0.05278747394322285,0.5430098566108097,0.1369619492285113,0.09217950252829296,-0.002561535806744945,0.47276498515201587,0.4176162513734739,-0.026448129695926,-0.04240284705349169,-0.26154211535557587,0.3740656645474872,-0.2634006382927277,-0.028867081208395998,-0.2727994660524468,-0.011501295846226778,-0.6636662372530802,-0.07584777130845363,-0.01409959105755315,0.024877203997987127,0.00838866623406526,0.0004351056332875081,0.558824412368626,0.28967869573574484,-0.32217084879582936,-0.07796717634296745,0.05112551873974923,0.15156385321753926,0.13978149954375738,0.01724041765160091,-0.11529662929141705,0.015715450808396012,0.16808896271186752,0.06175770533445584
9,off,50000,0.0172278790650705,-0.0394759044605149,-0.026671035829194965,0.059991738681073596,0.00983772306055658,-0.020010959471098336,-0.01084241463816917,0.056422307827822864,0.030725841930681213,-0.09476872205248814,0.01910539341585699,0.07016968577985415,0.03380055880766534,0.02011419363907992,0.023656173036597335,0.07396193503297957,0.028378329955116466,0.02106031694055448,0.05657845181485676,0.012884604196571376,0.015113294764762721,0.031176880741800375,0.06519558215462926,0.025980728236757154,-0.027144411968636727,-0.06584638413718955,-0.0002526495320281282,0.005861036218710142,-0.1479168559364922,0.007198702448268765,-0.006967423850937325,0.00290679478607762,-0.0032322536098681564,0.0253608041514452,-0.05773637761714829,-0.011770705312787217,0.006329494405721069,0.011796944219778708,-0.03071406732243491,-0.030221257353817015,0.040605643213943776,0.002244843396851463,-0.024882931248063234,-0.025895004749030424,0.06874337662611275,-0.009660110415082633
