"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,7.7e-05,5.3e-05,1e-05,2e-05,2.4e-05,3.9e-05,0.000116,7.3e-05,8e-05,2e-05,"conf_811"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"6",30,1,1,500,4.271552,4.772737,5.4076,5.487055,4.001935,5.46353,5.75231,5.042756,6.670071,6.554508,"conf_811"
"7",30,1,1,2000,0.001027,0.000597,0.000882,0.000666,0.000742,0.001029,0.000976,0.000886,0.001324,0.001276,"conf_811"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"11",5,10,1,500,190.300482,8718.748475,207.609176,3261.966632,12.741055,3826.997345,612.951201,4195.681621,226.704253,459.926904,"conf_811"
"12",5,10,1,2000,5e-06,0.010283,0.600963,0.498797,0.000256,0.504129,0.001033,7.69529,0.005,0.001512,"conf_811"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"16",30,10,1,500,293843.649904,279902.206539,250764.467926,325465.833243,275927.405212,494130.987854,88980.108013,281825.20956,316857.680487,128534.074836,"conf_811"
"17",30,10,1,2000,33513.072351,20161.248342,15465.824626,23857.872947,27751.017467,23704.24646,17896.036678,28695.069425,16956.225516,18618.574859,"conf_811"
"18",30,10,1,5000,4972.032852,4968.92566,3709.050849,1575.021635,3534.07318,4323.264802,5639.721972,5784.794631,1992.593812,3230.691641,"conf_811"
"19",30,10,1,10000,1577.334728,1814.899751,1245.014772,525.814628,841.480235,1175.305587,1647.37037,1447.099956,954.987103,998.637034,"conf_811"
"20",30,10,1,50000,0,0,0,3.875706,0,1.990517,0,0.383243,97.62046,0,"conf_811"
"21",5,11,1,500,5.960273,52.534449,9.371709,33.49931,35.230821,46.023437,44.87794,13.74401,24.053365,24.926011,"conf_811"
"22",5,11,1,2000,0.25464,0.019953,0.408222,4.111285,0.129954,2.238218,0.313304,1.051135,0.622736,2.052967,"conf_811"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"26",30,11,1,500,156.502387,200.823821,152.619572,152.682532,177.337039,155.932326,139.434492,147.052506,182.301646,155.710573,"conf_811"
"27",30,11,1,2000,156.502387,200.823821,152.619572,152.682532,176.309116,155.932326,139.434492,147.052506,179.104059,155.576551,"conf_811"
"28",30,11,1,5000,53.319231,60.904628,80.643269,69.498547,61.667139,76.261892,44.792595,53.846121,46.856576,48.326567,"conf_811"
"29",30,11,1,10000,3.209944,7.411579,8.38108,8.473689,7.335442,6.8417,10.2208,3.797962,3.942188,3.257312,"conf_811"
"30",30,11,1,50000,0,0,1.6e-05,1.9e-05,2e-06,2e-06,1.8e-05,6e-06,0,1e-06,"conf_811"
"31",5,12,1,500,53.981945,19.749535,30.925134,33.623337,64.674285,98.455041,11.860608,18.936305,39.218164,58.649709,"conf_811"
"32",5,12,1,2000,4.47453,0.013342,0.928503,0.002452,0.204349,6.983906,0.003487,2.74332,0.00332,9.692022,"conf_811"
"33",5,12,1,5000,0.000531,0,2.3e-05,0,0,0.302811,0,0.000212,0,0.002474,"conf_811"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"36",30,12,1,500,3675790.254491,3202309.154341,3895360.4406,3402021.636192,2850982.2552,2417148.039208,3103134.185674,3229678.210091,4614019.805904,2677012.198605,"conf_811"
"37",30,12,1,2000,636.304545,403.384369,756.244133,684.738433,509.689654,476.458315,331.814917,545.616435,547.63481,445.062852,"conf_811"
"38",30,12,1,5000,10.073041,3.182127,11.47303,1.20874,2.60195,15.945915,24.854769,22.32141,7.014259,0.095345,"conf_811"
"39",30,12,1,10000,4.131638,1.099307,5.32594,0.385856,0.880721,7.35462,12.398508,10.006596,3.431767,0.016793,"conf_811"
"40",30,12,1,50000,0.014702,8.6e-05,0.015769,1e-06,3.1e-05,0.091826,0.360038,0.278326,0.00227,0,"conf_811"
"41",5,13,1,500,17.291258,3.590329,3.97507,14.740995,25.339867,0.465765,1.83406,8.474366,0.792777,3.903793,"conf_811"
"42",5,13,1,2000,1.419622,1.34157,0.112023,3.1e-05,0.000132,0.011958,0.000964,0.001261,0.030947,0.003665,"conf_811"
"43",5,13,1,5000,0,0,0,0,0,2.8e-05,0,0,0,0,"conf_811"
"44",5,13,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"45",5,13,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_811"
"46",30,13,1,500,705.925061,514.074177,555.910334,524.194708,478.181051,591.587851,630.066368,559.655786,617.065573,532.220606,"conf_811"
"47",30,13,1,2000,8.788156,12.045409,16.403203,6.875793,8.94915,13.601437,9.720901,11.141729,10.386285,20.709822,"conf_811"
"48",30,13,1,5000,0.54269,4.189217,4.711507,0.141473,0.190816,0.781501,1.482086,0.028582,0.346256,13.403835,"conf_811"
"49",30,13,1,10000,0.540941,4.187771,4.709163,0.139929,0.188826,0.778482,1.480031,0.025405,0.344354,13.401917,"conf_811"
