"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,0,0,0,0,0,0,0,0,0,"conf_12"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"6",30,1,1,500,6.313355,6.112993,7.835901,7.318242,5.107593,4.799641,4.227954,4.763704,5.13913,5.702761,"conf_12"
"7",30,1,1,2000,0.000301,0.000332,4e-04,0.000185,0.000245,0.000404,0.000257,0.000231,0.000216,0.000331,"conf_12"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"11",5,10,1,500,483.437931,5.739492,394.657357,4438.663836,133.975091,16.134945,383.719285,47.567155,94.608977,28.629788,"conf_12"
"12",5,10,1,2000,0,0,0,0.000114,6e-06,0,0,0,0,0,"conf_12"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"16",30,10,1,500,248587.884959,297167.862449,320737.583748,294266.089416,322479.166684,293682.409204,347823.698343,214046.555443,224655.618176,279733.543723,"conf_12"
"17",30,10,1,2000,47158.593137,37298.666325,24699.065578,21082.30921,22719.573153,21170.683543,10238.210239,9966.177258,32967.570446,27471.677261,"conf_12"
"18",30,10,1,5000,6619.487606,7216.385723,5651.843831,2082.167151,2661.252516,3620.843047,2991.409374,4303.59674,4785.485637,5412.72205,"conf_12"
"19",30,10,1,10000,839.138278,1464.481833,893.695745,642.192554,1013.906617,543.451799,857.203154,454.017099,1453.365828,1290.551661,"conf_12"
"20",30,10,1,50000,0,0,1e-06,0,0,0,0,0,0,7e-06,"conf_12"
"21",5,11,1,500,16.838258,33.992034,7.718983,33.929739,15.512683,10.336773,18.126402,15.46888,24.885436,43.126722,"conf_12"
"22",5,11,1,2000,2.057878,0.002874,0.95097,0.012854,0.02062,2.128179,0.006427,0.132156,0.078971,0.514949,"conf_12"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"26",30,11,1,500,153.730374,197.043694,170.21773,155.285705,158.200216,151.712857,167.315564,165.46978,169.625854,148.281091,"conf_12"
"27",30,11,1,2000,148.422112,188.938999,168.232071,151.54128,154.218952,148.828894,163.46985,163.235393,166.155346,146.225638,"conf_12"
"28",30,11,1,5000,70.030096,98.986958,74.255208,80.054698,80.432366,78.759543,97.241891,100.269366,57.916411,110.361385,"conf_12"
"29",30,11,1,10000,18.572012,20.880479,24.919664,25.737159,21.120157,16.415755,30.120768,22.351105,26.000371,35.713821,"conf_12"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"31",5,12,1,500,25.62499,4.30942,6.644581,0.035756,1.249569,13.699125,4.412228,3.16789,2.732929,1.778404,"conf_12"
"32",5,12,1,2000,3.109757,0.575489,0.169539,0.000124,0.00317,3.795228,0.232163,0.531885,0.12036,0.055713,"conf_12"
"33",5,12,1,5000,0,0,0,0,0,1.1e-05,0,0,0,0,"conf_12"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"36",30,12,1,500,3537552.874379,4345749.551821,5140449.619831,3654922.341588,4520784.194572,4840693.281066,4009945.508032,3681069.075792,6176336.254701,5658179.366659,"conf_12"
"37",30,12,1,2000,295.227255,160.54325,355.971965,360.757862,298.65905,448.622574,241.543128,201.486933,265.702688,333.123433,"conf_12"
"38",30,12,1,5000,23.789071,16.918264,6.398643,21.913848,19.857446,30.91752,13.461004,8.327841,29.304383,20.956698,"conf_12"
"39",30,12,1,10000,12.844811,9.226981,3.165183,12.749816,10.128041,16.278694,7.308551,4.168054,16.265397,12.224037,"conf_12"
"40",30,12,1,50000,0,0,0,0,0,3e-06,0,0,1e-06,0,"conf_12"
"41",30,13,1,500,589.45452,768.263153,754.686807,607.988478,705.61012,777.941168,618.184084,629.432433,609.577116,600.124223,"conf_12"
"42",30,13,1,2000,14.76752,22.700613,30.242385,30.992054,13.867257,10.571646,23.476408,10.314794,13.704744,16.180446,"conf_12"
"43",30,13,1,5000,1.290656,7.624946,11.828382,17.267864,0.181549,0.533729,13.584227,0.67356,3.070694,1.563172,"conf_12"
"44",30,13,1,10000,1.2884,7.619478,11.822164,17.262186,0.17941,0.53238,13.582331,0.672749,3.06896,1.561309,"conf_12"
"45",30,13,1,50000,1.2884,7.619478,0.002425,0.003911,0.17941,0.53238,13.582331,0.672749,3.06896,1.561309,"conf_12"
"46",5,13,1,500,46.675833,2.777144,10.617579,8.66039,2.23649,11.729827,0.871947,5.648198,4.457724,4.374117,"conf_12"
"47",5,13,1,2000,0.006444,2.543846,0.566738,0.000851,0.000567,0.015331,0.803118,0.000462,0.022609,0.000386,"conf_12"
"48",5,13,1,5000,0,7e-06,0,0,0,0,0,0,2.8e-05,0,"conf_12"
"49",5,13,1,10000,0,7e-06,0,0,0,0,0,0,2.8e-05,0,"conf_12"
"50",5,13,1,50000,0,7e-06,0,0,0,0,0,0,2.8e-05,0,"conf_12"
"51",30,14,1,500,4.030043,3.113784,4.080828,3.096423,3.667154,5.203696,3.045397,3.390224,2.540943,3.007104,"conf_12"
"52",30,14,1,2000,0.008453,0.011303,0.017283,0.016586,0.013372,0.025897,0.008725,0.016796,0.01188,0.017666,"conf_12"
"53",30,14,1,5000,0.000781,0.000787,0.000971,0.000742,0.000458,0.000935,0.000639,0.000841,0.000662,0.00075,"conf_12"
"54",30,14,1,10000,0.000104,8.5e-05,8.1e-05,8.3e-05,7.1e-05,5.8e-05,5.7e-05,7.5e-05,5.9e-05,6.1e-05,"conf_12"
"55",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"56",5,14,1,500,0.000374,0.000451,7e-04,0.000404,0.000427,0.000533,0.000363,0.001091,0.000785,0.001346,"conf_12"
"57",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"58",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"59",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"60",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_12"
"61",5,15,1,500,50.649329,3.448968,10.982109,18.154632,45.526424,14.924868,13.954237,9.992142,18.904577,9.94962,"conf_12"
"62",5,15,1,2000,50.649329,2.984877,10.944519,18.154632,11.939478,14.924351,13.929412,9.94958,18.904182,9.94956,"conf_12"
"63",5,15,1,5000,3.979836,2.984877,10.944519,7.959667,11.939478,14.924351,13.929412,9.94958,18.904182,9.94956,"conf_12"
"64",5,15,1,10000,3.979836,2.984877,10.944519,7.959667,11.939478,14.924351,13.929412,9.94958,18.904182,9.94956,"conf_12"
"65",5,15,1,50000,3.979836,2.984877,10.944519,7.959667,11.939478,14.924351,13.929412,9.94958,18.904182,9.94956,"conf_12"
"66",30,15,1,500,295.753383,320.407134,341.973629,383.794571,336.870781,389.938638,347.661014,276.637006,376.818522,338.616531,"conf_12"
"67",30,15,1,2000,64.635699,320.407134,135.17845,141.909696,143.410761,135.76568,275.495863,53.858726,102.082753,305.416558,"conf_12"
"68",30,15,1,5000,53.731427,320.407134,132.348368,138.303498,134.318914,128.351657,81.35801,50.743028,100.491144,305.416558,"conf_12"
"69",30,15,1,10000,53.727703,303.070062,132.328943,138.298687,134.318529,128.34939,66.662216,50.742851,100.490552,121.544517,"conf_12"
