"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,5e-06,7e-06,3e-06,3e-06,1e-05,1e-06,5e-06,5e-06,2.1e-05,"conf_816"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"6",30,1,1,500,7.917858,15.347281,8.832461,11.147362,7.452007,11.531208,8.678774,11.128452,8.452119,9.83035,"conf_816"
"7",30,1,1,2000,0.00177,0.004403,0.002342,0.002457,0.001509,0.00051,0.001248,0.001068,0.001012,0.002899,"conf_816"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"11",5,10,1,500,903.180381,9545.131255,3566.896575,212.532936,239.246008,3528.789196,1953.281301,400.715518,193.097345,125.932205,"conf_816"
"12",5,10,1,2000,6.1e-05,0.00076,3e-06,1e-06,4e-06,0.133447,2.7e-05,0.006382,0.089512,0,"conf_816"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"16",30,10,1,500,339481.209328,199762.055454,192230.15456,263321.192086,529611.813962,468397.08031,593445.451693,348795.727213,415423.881868,249441.979295,"conf_816"
"17",30,10,1,2000,45227.640338,33645.817175,80577.012654,81975.33067,50561.842755,72775.0733,49776.51053,60437.178544,58883.921459,62005.553828,"conf_816"
"18",30,10,1,5000,10165.298971,5928.974502,9137.447813,8713.353099,8923.094662,10743.473528,10888.314057,10918.647051,7516.556766,10829.478042,"conf_816"
"19",30,10,1,10000,1192.892569,733.930755,589.323129,1303.126198,2353.04446,891.817852,2769.538513,1351.237327,1278.003535,1132.392026,"conf_816"
"20",30,10,1,50000,1.890436,3.065237,0,0,0,0,0,0,0,0,"conf_816"
"21",5,11,1,500,34.192081,18.493101,7.954163,5.407443,6.484604,20.457858,18.197944,35.970177,10.522275,12.86284,"conf_816"
"22",5,11,1,2000,0.095172,0.007558,2.7e-05,3.1e-05,3e-06,0.008231,0.000152,0.000796,0.00207,4e-06,"conf_816"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"26",30,11,1,500,156.634549,137.244239,176.570582,177.767444,174.640382,151.451447,167.679128,152.050327,200.774769,146.967776,"conf_816"
"27",30,11,1,2000,156.634549,126.112308,176.570582,177.767444,174.640382,151.451447,152.218169,152.050327,200.774769,146.967776,"conf_816"
"28",30,11,1,5000,156.634549,126.112308,176.570582,177.767444,174.640382,151.451447,152.218169,152.050327,200.774769,146.967776,"conf_816"
"29",30,11,1,10000,156.634549,97.648839,176.570582,177.767444,164.068779,151.451447,129.379095,152.050327,200.774769,146.967776,"conf_816"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"31",30,12,1,500,6858522.490232,6215035.480442,8418079.383948,6595610.837447,5413470.278274,4370129.695085,6063105.63651,6694387.435677,6193945.227876,5721399.575603,"conf_816"
"32",30,12,1,2000,1280.085246,1489.627902,3101.518516,2525.191532,938.708255,1389.715846,1398.975241,1891.904508,620.475596,1249.483353,"conf_816"
"33",30,12,1,5000,0.70623,5.236215,54.795492,11.48222,2.385491,3.638077,2.968194,7.750618,7.775473,14.448848,"conf_816"
"34",30,12,1,10000,0.436254,2.923649,34.800309,6.825156,1.29749,1.87577,1.852343,4.753532,4.47017,9.54386,"conf_816"
"35",30,12,1,50000,0,0,1.8e-05,0,0,0,0,0,0,0,"conf_816"
"36",5,12,1,500,6.760558,348.400611,6.696283,149.945329,45.068642,3.316046,2.557061,10.141033,37.042878,31.019905,"conf_816"
"37",5,12,1,2000,0.00383,0.057331,0.003465,0.142277,0.095741,0.007908,0.015734,2.433049,0.992625,3.474001,"conf_816"
"38",5,12,1,5000,0,0,0,0,0,0,0,0,0,0.00154,"conf_816"
"39",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"40",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"41",30,13,1,500,747.671376,976.664706,895.066027,886.948732,913.65011,837.378515,836.421397,940.789879,768.868887,770.544525,"conf_816"
"42",30,13,1,2000,40.14566,20.353957,22.713004,25.502929,42.970207,35.410374,40.302025,21.337753,23.016127,23.667781,"conf_816"
"43",30,13,1,5000,0.074998,1.944472,1.762237,0.468263,3.463408,0.399961,3.413008,0.027798,0.043838,0.692394,"conf_816"
"44",30,13,1,10000,0.058519,1.935662,1.745816,0.458235,3.442785,0.384374,3.378136,0.016626,0.032219,0.683141,"conf_816"
"45",30,13,1,50000,0.058519,0.0367,0.289608,0.000136,0.025687,0.384374,0.558008,0.016626,0.032219,0.528615,"conf_816"
"46",5,13,1,500,14.063656,12.24124,4.613004,7.235253,0.766846,25.848045,10.936917,33.044101,4.461868,16.036531,"conf_816"
"47",5,13,1,2000,0.00088,0.002434,0.001565,0.001369,0.45188,0.002501,0.000505,0.001061,0.001648,0.003939,"conf_816"
"48",5,13,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"49",5,13,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"50",5,13,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"51",5,14,1,500,0.003353,0.001084,0.001883,0.00202,0.002055,0.001817,0.001045,0.001102,0.000554,0.002342,"conf_816"
"52",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"54",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"55",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"56",30,14,1,500,3.765343,6.280484,5.112988,6.409791,5.797863,6.637946,4.692163,4.287817,3.469478,3.420927,"conf_816"
"57",30,14,1,2000,0.03668,0.027908,0.030616,0.021143,0.036739,0.032904,0.025061,0.021493,0.026139,0.024431,"conf_816"
"58",30,14,1,5000,0.00162,0.001886,0.00305,0.00183,0.001355,0.001892,0.001513,0.001485,0.001839,0.002361,"conf_816"
"59",30,14,1,10000,0.00012,0.000145,0.000242,0.000109,0.000203,0.000201,0.000206,0.00017,2e-04,0.000214,"conf_816"
"60",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_816"
"61",30,15,1,500,350.978762,377.817476,368.818548,378.024977,336.326395,329.869404,322.4148,345.33336,383.531067,319.72952,"conf_816"
"62",30,15,1,2000,211.302494,239.331643,265.308401,253.173144,252.596363,202.657396,270.153312,205.71826,254.62259,244.780358,"conf_816"
"63",30,15,1,5000,62.732843,56.123331,59.758988,40.419881,79.364944,62.416322,92.537706,56.956781,28.159644,50.436394,"conf_816"
"64",30,15,1,10000,62.68232,55.717632,59.697412,37.808396,78.601544,59.697469,92.530889,56.712591,27.858838,48.752921,"conf_816"
"65",30,15,1,50000,62.68232,55.717632,59.697412,37.808394,78.601543,59.697468,92.530889,56.712591,27.858838,48.752913,"conf_816"
