"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,1.3e-05,4.4e-05,2e-06,2.5e-05,8e-06,1.8e-05,7e-06,2e-06,1.8e-05,7e-06,"conf_1350"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"6",30,1,1,500,7.256227,7.2449,8.2212,6.282835,7.158592,4.343126,5.378621,5.752539,7.321828,7.244161,"conf_1350"
"7",30,1,1,2000,0.000489,0.000155,0.000635,0.000407,0.000169,0.000531,0.000443,0.000459,0.000627,0.000351,"conf_1350"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"11",5,10,1,500,421.002353,411.74225,4311.264602,1724.72247,2374.820297,5855.173261,1118.051579,260.524792,2475.511556,290.260434,"conf_1350"
"12",5,10,1,2000,0.000131,9.4e-05,0.002869,0.88779,0.296805,5.278224,0.037303,1.014834,0.275762,0.035779,"conf_1350"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"16",30,10,1,500,290232.212668,638014.790827,367653.405919,246186.80456,258441.986709,438888.26592,155078.136689,364685.123904,413266.213961,230581.983543,"conf_1350"
"17",30,10,1,2000,26842.990133,29423.381072,28979.963854,45179.794011,37010.230672,27169.035703,22022.723205,32114.621965,31724.389601,24926.359746,"conf_1350"
"18",30,10,1,5000,4573.941041,6106.999941,6122.244276,3421.567676,5406.204648,7073.165208,4758.579142,8337.319638,3626.8295,8513.94205,"conf_1350"
"19",30,10,1,10000,971.809309,898.113105,1052.426961,725.069045,751.050746,931.03414,738.929717,1318.012006,882.493617,1818.049086,"conf_1350"
"20",30,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"21",5,11,1,500,9.144745,11.205256,53.998326,19.103649,11.641305,57.136446,27.298542,11.038239,6.935332,29.089906,"conf_1350"
"22",5,11,1,2000,0.246285,1.639933,2.619572,0.881619,2.112925,14.271082,3.722789,1.041873,0.209144,5.277741,"conf_1350"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"26",30,11,1,500,142.690409,155.804535,153.559093,184.97482,211.818501,144.536074,165.325457,169.402213,135.598646,161.351395,"conf_1350"
"27",30,11,1,2000,142.690409,155.804535,148.197821,184.97482,205.636092,144.536074,165.325457,169.402213,135.598646,161.351395,"conf_1350"
"28",30,11,1,5000,142.690409,155.804535,148.197821,184.97482,205.636092,144.536074,165.325457,169.402213,135.598646,161.351395,"conf_1350"
"29",30,11,1,10000,142.690409,155.804535,148.197821,184.97482,204.925385,115.326951,165.325457,169.402213,135.598646,156.648466,"conf_1350"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
"31",5,12,1,500,6.894341,3.837822,40.132432,86.340698,78.854708,6.540037,1.663612,6.213371,14.602756,8.070114,"conf_1350"
"32",5,12,1,2000,0.685011,0.046189,1.330159,0.00171,0.032228,1.752911,0.000467,0.012069,0.590244,0.001436,"conf_1350"
"33",5,12,1,5000,1e-06,0,0,0,0,0,0,0,0,0,"conf_1350"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_1350"
