"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,0,0,0,0,0,0,0,0,0,"conf_0"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"6",30,1,1,500,7.238342,5.981022,5.368975,6.801799,4.894044,3.21396,4.368366,3.716738,7.170184,6.590695,"conf_0"
"7",30,1,1,2000,0.000218,0.000329,0.000529,0.000237,0.000248,0.000217,0.000316,0.000249,0.000399,0.000163,"conf_0"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"11",5,10,1,500,156.714153,367.055301,210.632765,96.627922,159.510757,5.742432,228.517548,3.134222,431.666833,328.643263,"conf_0"
"12",5,10,1,2000,0,8.1e-05,0.000358,4.4e-05,0,0,0,0,0.000173,0,"conf_0"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"16",30,10,1,500,252796.07894,384696.094345,314663.884836,154894.234373,340182.012721,345830.25712,238295.235483,295931.824769,195422.296844,182106.943443,"conf_0"
"17",30,10,1,2000,24024.780048,74075.106867,15815.050705,22540.232092,13104.166609,20539.279185,21203.907963,25901.449156,26639.442792,9112.452129,"conf_0"
"18",30,10,1,5000,4104.438614,6731.700968,6145.926808,5877.007376,2026.174335,6932.865135,1611.209259,5332.220115,4300.197199,2674.061976,"conf_0"
"19",30,10,1,10000,833.157526,1358.754029,1091.146038,1634.490374,430.723188,1798.09759,286.892713,836.16107,788.42871,638.902365,"conf_0"
"20",30,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"21",5,11,1,500,35.480933,8.384663,31.909226,12.749128,9.467979,33.179922,23.270031,29.786517,17.750789,38.265906,"conf_0"
"22",5,11,1,2000,0.929291,0.275878,0.069572,0.534241,0.613306,0.8609,0.054457,0.139775,2.247854,0.303193,"conf_0"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"26",30,11,1,500,170.156097,168.534914,155.861445,196.02018,202.254821,159.032446,177.679824,165.280167,167.878102,165.918221,"conf_0"
"27",30,11,1,2000,166.258016,164.918455,153.239286,189.043438,196.668071,155.2791,173.862139,161.16403,166.223679,164.103885,"conf_0"
"28",30,11,1,5000,87.976279,94.078853,70.95627,67.933192,86.983913,68.267579,87.352078,93.199059,76.01089,87.428549,"conf_0"
"29",30,11,1,10000,33.990277,22.937827,26.09924,20.643496,33.238193,22.530978,25.094176,27.377579,26.707684,19.78706,"conf_0"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"31",5,12,1,500,0.859706,0.28436,0.069769,12.118346,0.620687,1.912245,0.231417,1.144727,11.202847,0.045418,"conf_0"
"32",5,12,1,2000,0.000778,0.000119,0.000294,1.85159,0.000691,0.005798,0.000567,0.061255,2.477696,0.000205,"conf_0"
"33",5,12,1,5000,0,0,0,0,0,0,0,0,0.000281,0,"conf_0"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"36",30,12,1,500,4961264.16887,4920714.140078,2394480.890472,3464897.889843,4286026.322057,1910944.159706,4772309.581446,2984983.725202,3858619.714778,4543606.792721,"conf_0"
"37",30,12,1,2000,480.50552,115.4182,222.251133,298.064419,253.080657,72.296358,313.026508,163.733175,190.354323,226.466411,"conf_0"
"38",30,12,1,5000,0.185391,14.411054,2.358404,22.069458,38.590524,2.007464,16.419735,21.410418,1.343517,17.047628,"conf_0"
"39",30,12,1,10000,0.053079,6.96291,0.988044,11.219283,23.766761,0.809161,8.091547,11.615161,0.494687,8.593722,"conf_0"
"40",30,12,1,50000,0,0,0,1e-06,9.4e-05,0,0,0,0,0,"conf_0"
"41",5,13,1,500,3.19298,8.351096,11.072135,1.062148,71.141535,2.839086,5.519651,0.57535,0.707853,0.181836,"conf_0"
"42",5,13,1,2000,0.000908,8.1e-05,0.000267,0.140589,0.007192,7.9e-05,0.000105,0.136152,0.001723,0.118983,"conf_0"
"43",5,13,1,5000,0,0,0,4e-06,0,1.9e-05,0,0,0,0,"conf_0"
"44",5,13,1,10000,0,0,0,4e-06,0,1.9e-05,0,0,0,0,"conf_0"
"45",5,13,1,50000,0,0,0,4e-06,0,1.9e-05,0,0,0,0,"conf_0"
"46",30,13,1,500,682.50011,586.708835,574.624243,641.828089,524.909,766.185855,575.196282,637.045052,615.850692,642.820567,"conf_0"
"47",30,13,1,2000,11.902,10.790771,9.397785,13.728433,9.88164,16.497974,11.608352,14.904132,13.437747,10.381657,"conf_0"
"48",30,13,1,5000,0.020287,2.329475,0.531884,1.465743,0.170068,9.323977,0.403171,3.35659,4.071528,0.233427,"conf_0"
"49",30,13,1,10000,0.018727,2.327828,0.530007,1.462754,0.167639,9.321528,0.398951,3.354026,4.06955,0.231682,"conf_0"
"50",30,13,1,50000,0.018727,2.327828,0.530007,1.462754,0.167639,9.321528,0.398951,3.354026,4.06955,0.231682,"conf_0"
"51",5,14,1,500,0.001225,0.001291,0.000303,0.000612,0.00017,0.000621,0.000704,0.000692,0.000424,0.000224,"conf_0"
"52",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_0"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_0"
