"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0.000131,0.000619,0.000901,0.00017,0.000146,0.00031,0.000295,0.000365,0.000333,6.5e-05,"conf_11"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"6",30,1,1,500,16.012066,11.719415,15.611282,22.621837,18.590996,19.086705,12.705739,12.777265,20.032868,13.843957,"conf_11"
"7",30,1,1,2000,0.10744,0.02367,0.050922,0.068758,0.067564,0.080576,0.083547,0.065542,0.054042,0.05125,"conf_11"
"8",30,1,1,5000,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"conf_11"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"11",5,10,1,500,725.465322,66.265873,6003.014184,372.445025,102.501566,19.557046,881.770036,344.293828,126.771849,515.816598,"conf_11"
"12",5,10,1,2000,0.002384,0.000197,0.004108,0.013728,0.000417,2.9e-05,0.011873,0.000686,1.3e-05,0.356611,"conf_11"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"16",30,10,1,500,319916.798734,377060.039956,384583.920179,347839.98643,242792.971621,232827.716678,135672.282188,213367.360876,215577.718996,320535.57651,"conf_11"
"17",30,10,1,2000,14772.514739,18469.479553,43469.556974,29715.420588,14394.073597,18292.09083,16040.482661,20365.367509,20529.450287,39770.589538,"conf_11"
"18",30,10,1,5000,4455.824464,5367.291989,6564.417805,3411.765628,2973.25036,4444.250828,3979.479395,4555.797602,8571.483746,6609.107828,"conf_11"
"19",30,10,1,10000,470.300183,1267.779208,1373.445196,923.223487,845.651704,930.521964,1960.324376,1053.4311,864.516904,1254.979633,"conf_11"
"20",30,10,1,50000,0,0.000128,0,2.1e-05,3e-06,0,1e-06,2e-06,3e-06,7e-06,"conf_11"
"21",5,11,1,500,8.979001,16.790264,38.550284,15.053076,30.658432,14.883242,9.400833,15.300634,14.68748,14.246841,"conf_11"
"22",5,11,1,2000,0.513366,0.072943,1.045569,1.102856,0.137603,0.5144,0.036939,0.184949,0.001721,0.045018,"conf_11"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"26",30,11,1,500,149.938973,155.334849,152.280913,187.774717,154.963925,189.748379,208.457949,175.958995,177.979539,145.52054,"conf_11"
"27",30,11,1,2000,147.002152,152.483976,149.333568,183.943124,150.486752,184.368032,204.498313,172.518461,175.530192,142.645965,"conf_11"
"28",30,11,1,5000,73.21884,69.40844,87.680037,72.440011,59.087028,112.735495,107.258602,94.116312,71.274504,82.845837,"conf_11"
"29",30,11,1,10000,32.394581,16.506348,23.536616,20.937835,15.514597,34.54394,23.521668,33.530147,15.092473,18.629468,"conf_11"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"31",5,12,1,500,40.236488,130.467785,526.368349,211.256158,19.561714,410.249846,287.552165,131.92424,258.757646,320.013755,"conf_11"
"32",5,12,1,2000,5.58114,0.176253,0.05162,0.241041,1.606711,1.441089,0.001057,2.625735,1.166987,1.19118,"conf_11"
"33",5,12,1,5000,0,0,0,0,2e-06,0,0,0,0,0,"conf_11"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"36",30,12,1,500,13668391.111754,13936411.174228,8031864.37653,11881257.673297,14924949.034498,11256045.568681,9964897.676217,15322055.860568,11767879.597469,16180960.979505,"conf_11"
"37",30,12,1,2000,58670.746949,30422.803847,23443.286423,34984.558311,24082.704949,31375.939175,43798.491296,67460.865069,44078.672822,45072.559708,"conf_11"
"38",30,12,1,5000,27.258975,7.866175,0.501533,5.926,0.877946,29.002709,4.287707,11.188414,5.399702,0.451971,"conf_11"
"39",30,12,1,10000,26.466556,7.562384,1.8e-05,5.619385,0.786387,28.368606,4.087498,10.311419,4.662656,0.001024,"conf_11"
"40",30,12,1,50000,1e-05,0,0,0,0,1.6e-05,0,0,0,0,"conf_11"
"41",5,13,1,500,15.090155,9.670641,13.048942,4.084415,4.326541,20.5676,7.101525,5.529353,10.790381,2.509953,"conf_11"
"42",5,13,1,2000,0.015868,0.001557,0.000772,1.119799,0.024844,0.001796,0.008971,0.000385,0.003122,0.174408,"conf_11"
"43",5,13,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"44",5,13,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"45",5,13,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"46",30,13,1,500,776.001316,873.050294,1083.652495,829.909981,969.798875,952.14161,900.033613,680.366381,898.669942,955.935328,"conf_11"
"47",30,13,1,2000,45.081207,52.606093,54.661201,55.126026,49.1739,46.8135,56.335818,33.333757,76.862348,67.958223,"conf_11"
"48",30,13,1,5000,0.229728,0.269219,2.949707,1.363513,0.875469,4.461681,5.838903,0.699521,2.354516,0.666764,"conf_11"
"49",30,13,1,10000,0.053964,0.083886,2.694974,1.196866,0.687345,4.231953,5.604388,0.509852,2.02151,0.434653,"conf_11"
"50",30,13,1,50000,0.05395,0.083864,2.694953,1.196852,0.687327,4.231936,5.604364,0.50983,2.021479,0.434633,"conf_11"
"51",30,14,1,500,5.199485,6.313501,10.947241,7.16109,5.681597,8.498952,6.334166,6.71349,5.764388,6.376825,"conf_11"
"52",30,14,1,2000,0.041572,0.045969,0.063946,0.047715,0.038977,0.056288,0.028641,0.071084,0.055669,0.046985,"conf_11"
"53",30,14,1,5000,0.001335,0.000994,0.002394,0.001184,0.00063,0.001835,0.0011,0.001356,0.001492,0.001196,"conf_11"
"54",30,14,1,10000,8.3e-05,8.1e-05,5.2e-05,0.000104,0.000105,9e-05,4.9e-05,0.000137,0.000119,0.000106,"conf_11"
"55",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"56",5,14,1,500,0.002063,0.002634,0.004115,0.007652,0.004529,0.002414,0.001029,6.5e-05,0.002009,0.001615,"conf_11"
"57",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"58",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"59",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_11"
"60",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_11"
