"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,0,0,0,0,0,0,0,0,0,"conf_270"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"6",30,1,1,500,8.953032,3.835244,6.928916,4.313624,6.248013,5.60217,3.242921,3.318129,4.443519,6.863178,"conf_270"
"7",30,1,1,2000,0.000483,7.8e-05,0.000272,0.000169,0.00014,0.000252,0.000166,0.000107,0.000235,0.000229,"conf_270"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"11",5,10,1,500,577.134377,710.941152,40.971771,82.781609,50.366459,18.018032,196.533212,153.282509,682.95486,255.60993,"conf_270"
"12",5,10,1,2000,0.002776,0,5.3e-05,0,0,0,0,8e-06,1e-06,0,"conf_270"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"16",30,10,1,500,226824.380019,153763.865906,248967.913156,178305.618631,323557.168017,165126.049033,265078.105175,280107.129267,282001.960888,275262.209531,"conf_270"
"17",30,10,1,2000,22077.163824,13037.962867,24732.367827,20866.52887,13231.58758,9867.595917,18038.712825,19535.580581,15822.332925,36585.137645,"conf_270"
"18",30,10,1,5000,4632.214617,2636.329815,2994.073828,4984.821285,2977.720514,2273.723575,3297.296077,4390.436105,3020.740382,3770.602327,"conf_270"
"19",30,10,1,10000,943.302148,832.47065,618.101652,954.038674,602.136979,678.967892,740.1735,1531.342896,810.20816,793.500455,"conf_270"
"20",30,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"21",5,11,1,500,7.557275,27.312467,20.221476,2.087118,25.826373,19.134436,13.812744,17.293319,14.119325,7.952546,"conf_270"
"22",5,11,1,2000,0.455305,0.343086,0.229597,0.026819,7.935174,0.15443,1.009591,0.000166,0.006382,0.010395,"conf_270"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"26",30,11,1,500,152.939097,144.750054,159.380134,165.501925,167.661662,186.724456,160.672887,162.528162,171.021814,166.397289,"conf_270"
"27",30,11,1,2000,146.637501,138.518345,155.901928,162.145274,163.882652,178.755524,157.961348,159.64047,168.106074,162.261367,"conf_270"
"28",30,11,1,5000,68.244295,91.405653,77.281861,94.701921,64.836437,50.134187,78.24191,90.313234,74.431202,89.275028,"conf_270"
"29",30,11,1,10000,15.25539,22.709278,30.455183,16.874636,22.213027,15.328777,27.221365,22.862557,11.235111,19.270929,"conf_270"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"31",5,12,1,500,4.129663,0.289836,2.830396,0.416921,0.828916,3.448156,0.824457,3.893038,0.027733,0.097139,"conf_270"
"32",5,12,1,2000,0.059594,0.000197,0.573326,0.004246,0.021899,0.031727,0.001086,0.007609,0.000235,0.000412,"conf_270"
"33",5,12,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"36",30,12,1,500,4059973.874254,5912460.105779,4019641.768533,7784495.17405,4048772.460938,4578729.745298,4115659.671925,4724825.642442,2832169.926468,4568434.388005,"conf_270"
"37",30,12,1,2000,291.664876,353.511916,146.632127,296.691864,268.3193,183.093231,144.463318,186.891262,119.80039,57.980737,"conf_270"
"38",30,12,1,5000,2.88138,27.516848,2.682187,18.783591,14.265886,11.085212,39.034121,17.025468,17.194197,3.619796,"conf_270"
"39",30,12,1,10000,1.335806,14.834827,1.108144,7.952958,7.274874,5.351781,21.732782,9.024005,7.867272,1.446967,"conf_270"
"40",30,12,1,50000,0,2e-06,0,0,0,0,3.9e-05,0,0,0,"conf_270"
"41",5,13,1,500,16.67085,19.005821,31.40346,23.518704,0.744179,2.953368,1.55141,0.8296,13.518329,14.143036,"conf_270"
"42",5,13,1,2000,6e-06,0.000544,0.004903,0.002916,3.1e-05,0.000876,8e-06,0.062206,0.001121,0.002079,"conf_270"
"43",5,13,1,5000,6e-06,0,0,0,0,0,0,0,0,0,"conf_270"
"44",5,13,1,10000,6e-06,0,0,0,0,0,0,0,0,0,"conf_270"
"45",5,13,1,50000,6e-06,0,0,0,0,0,0,0,0,0,"conf_270"
"46",30,13,1,500,606.488,507.64383,657.125916,708.357304,604.512062,542.199895,664.064574,658.945152,626.066588,575.009859,"conf_270"
"47",30,13,1,2000,15.016815,9.606975,45.223099,15.914887,13.132618,9.062216,6.871977,8.036876,11.459133,16.3477,"conf_270"
"48",30,13,1,5000,7.316214,2.476196,34.167324,0.557124,4.572511,2.371833,0.709513,1.264597,0.038825,6.358681,"conf_270"
"49",30,13,1,10000,7.314992,2.474354,34.163477,0.552925,4.571627,2.37113,0.708473,1.262897,0.035636,6.35771,"conf_270"
"50",30,13,1,50000,7.314992,2.474354,0.018554,0.552925,4.571627,2.37113,0.708473,1.262897,0.035636,6.35771,"conf_270"
"51",5,14,1,500,0.000623,0.000155,0.000773,0.000397,0.000178,0.000447,0.002056,0.000553,0.000606,0.000453,"conf_270"
"52",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"54",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"55",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"56",30,14,1,500,2.973485,3.165683,3.312125,3.813634,2.45415,5.01729,3.622239,2.566117,3.088991,2.615966,"conf_270"
"57",30,14,1,2000,0.009885,0.007653,0.008922,0.015359,0.009665,0.008557,0.012996,0.008367,0.015207,0.010542,"conf_270"
"58",30,14,1,5000,0.00092,0.000445,0.000736,0.000825,0.000772,0.000672,0.000728,0.000325,0.000986,0.000559,"conf_270"
"59",30,14,1,10000,7.8e-05,6.8e-05,5.9e-05,8.1e-05,8.5e-05,9e-05,8.1e-05,4.8e-05,6.4e-05,4.9e-05,"conf_270"
"60",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_270"
"61",5,15,1,500,4.974882,20.4109,7.959822,15.92173,25.850283,14.924703,1.003768,20.155177,10.944809,13.930561,"conf_270"
"62",5,15,1,2000,4.97479,20.4109,7.959667,15.91931,25.850283,14.924351,0.994959,20.155177,10.944519,13.929412,"conf_270"
"63",5,15,1,5000,4.97479,2.984877,7.959667,15.91931,14.924351,14.924351,0.994959,11.009343,10.944519,13.929412,"conf_270"
"64",5,15,1,10000,4.97479,2.984877,7.959667,15.91931,14.924351,14.924351,0.994959,11.009343,10.944519,13.929412,"conf_270"
"65",5,15,1,50000,4.97479,2.984877,7.959667,15.91931,14.924351,14.924351,0.994959,11.009343,10.944519,13.929412,"conf_270"
"66",30,15,1,500,377.501402,346.748701,316.653011,356.049344,297.670683,339.057939,358.026074,376.003285,336.034849,397.519361,"conf_270"
"67",30,15,1,2000,106.226534,299.809513,104.454779,130.527241,297.670683,92.388683,94.27835,112.251686,296.278823,135.909146,"conf_270"
"68",30,15,1,5000,102.481557,299.809513,101.498697,125.364286,297.670683,90.541064,88.551192,110.439721,292.416219,132.377409,"conf_270"
"69",30,15,1,10000,102.48051,132.966579,101.48549,125.364259,118.399764,90.541032,88.551104,110.439719,84.571429,132.328943,"conf_270"
"70",30,15,1,50000,102.48051,126.359071,101.48549,125.364259,118.399434,90.541032,88.551104,110.439719,84.571288,132.328943,"conf_270"
"71",5,16,1,500,1.84016,5.65327,3.865414,7.855151,2.865001,0.03092,2.120003,1.196922,1.593486,3.765108,"conf_270"
"72",5,16,1,2000,1.812041,0.775324,3.794677,7.74645,2.834806,0.028101,2.076208,1.174442,1.542173,3.58489,"conf_270"
"73",5,16,1,5000,1.812041,0.75818,3.794677,7.74645,2.33103,0.028101,2.076208,1.174442,1.542131,3.58489,"conf_270"
"74",5,16,1,10000,1.812041,0.75818,3.794677,7.74645,2.33103,0.024336,2.076208,1.174442,1.542131,3.58489,"conf_270"
"75",5,16,1,50000,0.942181,0.75818,3.794677,0.684524,0.72065,0.00064,2.076208,1.174442,1.226364,3.58489,"conf_270"
"76",30,16,1,500,12.496903,9.409084,14.64177,17.035159,15.581783,12.078397,10.292138,13.247974,10.567023,13.509224,"conf_270"
