"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,0,0,0,0,0,0,0,0,0,"conf_16"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"6",30,1,1,500,4.898603,3.700532,3.363786,4.1794,6.043283,7.486613,3.289904,4.937834,3.176194,6.30701,"conf_16"
"7",30,1,1,2000,0.000325,0.000648,0.000161,0.000195,0.00036,0.000527,0.00014,0.000185,0.000229,0.000247,"conf_16"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"11",30,10,1,500,98864.100681,313831.6351,126134.569319,166474.477284,123461.352936,174803.038227,280627.997651,158003.193929,534296.515847,219444.153768,"conf_16"
"12",30,10,1,2000,15199.056246,22750.091124,20224.662008,23068.430481,19279.454074,9129.038506,18908.907386,17368.682864,17823.098459,31875.827418,"conf_16"
"13",30,10,1,5000,3242.983236,5920.032629,3265.76892,4003.161991,3614.031634,2621.344972,4606.921205,3278.962051,2249.675321,3890.712711,"conf_16"
"14",30,10,1,10000,702.630029,1088.894043,917.088705,814.879762,948.51039,724.99036,1147.988068,493.870693,506.195159,750.125774,"conf_16"
"15",30,10,1,50000,5.1e-05,0,0,0,0,0,0,0,0,0,"conf_16"
"16",5,10,1,500,68.262791,2988.97882,15.618183,26.059587,56.558743,754.66637,305.381449,772.504344,821.452771,6.121575,"conf_16"
"17",5,10,1,2000,0,0,0,0,1e-06,2.2e-05,6e-06,5.872802,8.165277,0,"conf_16"
"18",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"19",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"20",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"21",5,11,1,500,23.870251,34.644811,40.161238,31.869911,20.322895,19.561091,13.61625,14.684751,13.863952,28.900901,"conf_16"
"22",5,11,1,2000,0.015392,0.14186,0.125904,0.022825,0.036441,1.168538,3.356811,0.063217,0.572509,4.915127,"conf_16"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"26",30,11,1,500,158.215684,158.843873,160.441669,173.985301,176.60746,157.10335,149.414378,156.985944,146.021943,160.311596,"conf_16"
"27",30,11,1,2000,154.102199,156.340411,157.222852,169.630512,169.385118,154.747275,147.686466,154.11883,143.456165,155.253993,"conf_16"
"28",30,11,1,5000,67.81697,86.731214,49.348451,96.177292,72.015942,79.357638,96.698704,99.505822,90.105446,74.350619,"conf_16"
"29",30,11,1,10000,18.334871,30.169317,11.853332,17.458035,18.832596,19.696597,27.029311,27.382135,29.702512,18.129603,"conf_16"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"31",5,12,1,500,1.025956,0.741391,0.083793,0.67434,0.538692,5.365661,2.678668,9.156528,0.026366,1.941799,"conf_16"
"32",5,12,1,2000,0.042771,0.012992,1.7e-05,0.057611,0.013149,0.905719,0.020905,2.690316,0.000299,0.019036,"conf_16"
"33",5,12,1,5000,0,0,0,0,0,0,0,0.000157,0,0,"conf_16"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"36",30,12,1,500,2818550.809863,4637320.898001,4430536.261658,3910142.048603,3478795.890895,3611912.736168,4407575.622364,5761131.825028,4735933.246825,4044952.302537,"conf_16"
"37",30,12,1,2000,510.161046,287.112861,213.08749,234.888392,218.797946,111.970475,437.348936,544.933499,413.124017,194.481046,"conf_16"
"38",30,12,1,5000,8.211322,13.34261,4.839042,2.064299,13.2444,3.332619,6.67978,24.448223,2.544423,18.284082,"conf_16"
"39",30,12,1,10000,4.160737,6.302459,2.420567,1.074525,6.918859,1.638083,4.003564,14.821615,1.116058,9.801452,"conf_16"
"40",30,12,1,50000,0,0,0,0,0,0,0,1e-06,0,0,"conf_16"
"41",5,13,1,500,5.882401,2.107073,1.56911,0.375382,55.339435,3.737605,0.142256,2.491773,4.419615,14.711933,"conf_16"
"42",5,13,1,2000,0.007433,2.021812,1.441189,0.274467,0.008324,3.059249,0.092967,2.331465,0.000362,0.000951,"conf_16"
"43",5,13,1,5000,0,0,0,0,0,0,0.092967,2.331465,0,0,"conf_16"
"44",5,13,1,10000,0,0,0,0,0,0,0.092967,2.331465,0,0,"conf_16"
"45",5,13,1,50000,0,0,0,0,0,0,0.092967,2.331465,0,0,"conf_16"
"46",30,13,1,500,472.606784,623.31505,587.655099,819.150075,763.322764,540.588712,807.744484,495.973378,783.786562,632.010247,"conf_16"
"47",30,13,1,2000,6.579779,10.653725,8.084314,13.396567,11.361442,23.054514,12.316769,16.536069,14.741609,15.861662,"conf_16"
"48",30,13,1,5000,0.785831,1.340491,0.093791,0.980946,0.004617,10.493073,0.246229,2.370585,0.006755,2.254484,"conf_16"
"49",30,13,1,10000,0.783475,1.338406,0.091415,0.97749,5e-05,10.490659,0.243348,2.366513,0.004414,2.252656,"conf_16"
"50",30,13,1,50000,0.783475,1.338406,0.091415,0.97749,5e-05,10.490659,0.243348,2.366513,0.004414,2.252656,"conf_16"
"51",5,14,1,500,0.000195,0.000778,0.001131,0.000666,0.000436,0.001822,0.000529,0.000651,0.000619,0.001532,"conf_16"
"52",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"54",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"55",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"56",30,14,1,500,3.541352,4.14522,3.962236,3.478531,4.016981,2.7219,2.828263,3.394378,3.811391,4.505359,"conf_16"
"57",30,14,1,2000,0.011209,0.01941,0.009915,0.015357,0.018022,0.012247,0.011571,0.014722,0.012427,0.013447,"conf_16"
"58",30,14,1,5000,0.001062,9e-04,0.000763,0.000799,0.00054,0.000698,0.00068,0.000766,0.000779,0.001063,"conf_16"
"59",30,14,1,10000,7e-05,9.5e-05,1e-04,4.2e-05,5.9e-05,6.9e-05,0.000115,8.3e-05,0.000117,8.6e-05,"conf_16"
"60",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_16"
"61",5,15,1,500,7.016979,22.885306,8.484039,6.97003,26.24647,11.226487,18.051348,12.9349,11.948595,13.936025,"conf_16"
"62",5,15,1,2000,6.964708,22.883952,7.959667,6.964708,4.97479,5.969749,18.051348,12.934437,11.939494,13.929391,"conf_16"
"63",5,15,1,5000,6.964708,22.883952,7.959667,6.964708,4.97479,5.969749,6.964708,12.934437,11.939494,13.929391,"conf_16"
"64",5,15,1,10000,6.964708,22.883952,7.959667,6.964708,4.97479,5.969749,6.964708,12.934437,11.939494,13.929391,"conf_16"
