"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0,0,0,0,0,0,0,0,0,0,"conf_544"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"6",30,1,1,500,7.528068,4.002891,4.744932,2.213946,5.367459,5.333092,4.458475,5.264099,5.289504,6.5854,"conf_544"
"7",30,1,1,2000,0.000328,0.000464,0.000153,0.000104,0.000237,0.000151,0.00039,0.000456,0.000357,0.00017,"conf_544"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"11",5,10,1,500,3186.933973,247.727784,240.379912,2129.640306,14.430275,410.279602,455.897673,45.645609,17.398214,1201.530482,"conf_544"
"12",5,10,1,2000,8.172278,0,0,0,0,0,0,0,0,0.000394,"conf_544"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"16",30,10,1,500,216165.656956,249080.989461,278575.979369,284405.051164,359385.540536,231882.551261,207364.185566,271110.998193,150970.691099,195202.37365,"conf_544"
"17",30,10,1,2000,28632.538159,22618.537855,25553.045125,16838.72869,42161.982321,13005.439117,10728.478281,17433.152614,22363.489374,24202.463481,"conf_544"
"18",30,10,1,5000,5579.425931,2662.912479,4228.026983,4105.555776,5327.612263,2711.176468,2279.296442,4090.558228,5556.56424,5095.782291,"conf_544"
"19",30,10,1,10000,771.968324,606.195621,577.362608,628.378691,1394.602045,464.724918,460.012693,1104.453349,876.798173,1325.287727,"conf_544"
"20",30,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"21",5,11,1,500,21.739538,25.538907,34.963369,15.658898,22.132227,18.472771,30.000274,25.94794,14.074728,12.516664,"conf_544"
"22",5,11,1,2000,0.000774,0.00134,2.422132,2.113368,1.013739,0.382621,0.080177,0.008333,6.9e-05,0.029534,"conf_544"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_544"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_544"
