"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,0.000125,0.000288,0.00035,0.000245,0.000138,0.000834,0.000358,0.000109,0.000864,0.000266,"conf_7"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"6",30,1,1,500,15.576692,10.2239,12.521728,13.464708,17.877338,16.788393,13.190651,18.233363,14.942245,16.731607,"conf_7"
"7",30,1,1,2000,0.092178,0.044149,0.027119,0.06854,0.047322,0.048526,0.048235,0.051584,0.060695,0.057993,"conf_7"
"8",30,1,1,5000,2e-06,1e-06,0,1e-06,1e-06,1e-06,0,0,1e-06,1e-06,"conf_7"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"11",5,10,1,500,1197.249595,39.792194,146.184854,3398.087194,2432.668353,513.094712,108.050969,154.999255,297.631442,26.636829,"conf_7"
"12",5,10,1,2000,1e-06,0.00046,0.241189,0.051315,1e-06,0.000571,6.6e-05,0.000897,0.002173,1.7e-05,"conf_7"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"16",30,10,1,500,227289.80892,401091.297707,527049.010579,376568.503023,165767.717206,311057.238679,278392.816714,168734.227851,547334.014333,281817.909215,"conf_7"
"17",30,10,1,2000,64462.587815,25663.460119,20325.688926,32841.022434,7841.293228,17782.936582,29878.895849,16702.528417,29858.927265,30018.229264,"conf_7"
"18",30,10,1,5000,7503.931793,2079.900539,4140.814547,2464.548419,1980.090845,3016.49516,4987.051196,6025.041942,7353.499201,5728.484667,"conf_7"
"19",30,10,1,10000,1204.695716,806.852424,840.24979,663.548261,577.804674,1025.868014,690.713158,420.922997,1822.968021,1754.390744,"conf_7"
"20",30,10,1,50000,1e-06,0,3.3e-05,0,2.7e-05,0.001594,9.5e-05,0.000425,0.000102,0.003828,"conf_7"
"21",30,11,1,500,169.018442,172.634,149.843916,187.301169,165.034117,183.214146,203.637978,154.44169,158.249951,165.5067,"conf_7"
"22",30,11,1,2000,166.714578,169.553201,147.844137,185.336771,160.770906,179.273477,196.432292,150.771375,155.554284,162.800637,"conf_7"
"23",30,11,1,5000,95.396561,76.804588,79.559639,95.170385,72.72882,68.744995,57.49644,75.193897,86.986018,81.372817,"conf_7"
"24",30,11,1,10000,24.736053,18.863213,16.33116,34.152624,24.635709,18.604207,14.373462,24.435671,25.257886,16.724423,"conf_7"
"25",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"26",5,11,1,500,18.512271,24.643504,18.836797,38.656809,37.205981,21.194028,7.49873,27.838841,20.422675,24.191363,"conf_7"
"27",5,11,1,2000,0.005479,0.672883,0.004218,0.165118,6.908778,0.008928,0.143477,0.132683,0.478415,0.707959,"conf_7"
"28",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"29",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"30",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"31",5,12,1,500,134.852301,246.443089,519.552199,994.517293,77.761808,36.777859,57.257144,94.528869,326.791991,341.260475,"conf_7"
"32",5,12,1,2000,0.028248,0.29383,0.719579,3.937795,0.043449,0.016001,0.001046,0.261443,1.138249,0.01127,"conf_7"
"33",5,12,1,5000,0,0,2e-06,0.000228,0,0,0,0,0,0,"conf_7"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"36",30,12,1,500,11868644.453439,14751653.056223,8833718.663018,6774519.20387,13964941.399311,8615541.47829,9416249.029712,12205290.685233,8555193.227119,10520635.001582,"conf_7"
"37",30,12,1,2000,35901.113876,28766.611565,31708.84337,13721.862431,39118.613267,15465.612481,25212.849587,46751.48306,33306.835013,29565.824681,"conf_7"
"38",30,12,1,5000,3.036007,0.82092,1.52409,0.958277,15.828745,0.992404,1.582616,8.176239,6.936684,23.921993,"conf_7"
"39",30,12,1,10000,2.557924,0.007447,1.155319,0.598758,14.550257,0.92076,1.313414,7.582612,6.476732,23.094035,"conf_7"
"40",30,12,1,50000,0,0,0,0,0,0,0,0,0,2e-06,"conf_7"
"41",5,13,1,500,12.160323,5.317101,3.311424,3.20601,4.135797,4.32173,1.842542,2.174173,6.47381,8.39016,"conf_7"
"42",5,13,1,2000,0.000246,0.020355,0.010246,0.057495,0.000465,0.036506,0.014433,0.099431,0.001846,5e-04,"conf_7"
"43",5,13,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"44",5,13,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"45",5,13,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_7"
"46",30,13,1,500,870.289242,910.575364,844.308554,715.111759,1014.785941,837.834253,1060.723676,822.245085,873.214143,787.300393,"conf_7"
"47",30,13,1,2000,60.333386,72.708999,52.062529,42.297394,55.944599,60.926454,91.989401,61.84952,51.1076,42.1141,"conf_7"
"48",30,13,1,5000,0.296678,0.766211,1.381776,0.192619,0.298184,0.270275,2.860045,0.432397,7.759477,1.816386,"conf_7"
"49",30,13,1,10000,0.095653,0.42955,1.09985,0.035468,0.004948,0.055319,2.436462,0.139108,7.505068,1.709865,"conf_7"
