"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"1",5,1,1,500,6e-06,9e-06,5e-06,4.7e-05,3e-06,8e-06,2e-06,3e-06,1e-06,1e-06,"conf_812"
"2",5,1,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"3",5,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"4",5,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"5",5,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"6",30,1,1,500,9.026722,8.116213,8.366254,14.078057,6.221243,8.749849,3.884736,7.985664,5.227766,7.025996,"conf_812"
"7",30,1,1,2000,0.001257,0.001328,0.000715,0.004055,0.000965,0.001623,0.000704,0.000988,0.000589,0.001293,"conf_812"
"8",30,1,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"9",30,1,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"10",30,1,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"11",5,10,1,500,225.881754,215.425146,2246.652619,473.234048,257.229676,388.543278,112.585196,79.198329,385.295173,246.700275,"conf_812"
"12",5,10,1,2000,0.000163,0,0.014768,10.296937,8.028415,3e-06,0,1e-06,2e-06,1e-05,"conf_812"
"13",5,10,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"14",5,10,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"15",5,10,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"16",30,10,1,500,315175.175029,207344.099522,482248.536489,222644.519427,161758.886166,424154.643195,709289.951251,455972.479787,256950.160668,274434.109109,"conf_812"
"17",30,10,1,2000,49724.312222,27749.228352,45999.595575,53518.316196,29040.096957,51829.888153,47876.404748,37251.919231,17423.743103,82669.747023,"conf_812"
"18",30,10,1,5000,11759.138959,7538.517488,5860.068666,5470.399407,3143.371413,7920.874198,7243.407243,8910.070172,7652.292018,7931.796735,"conf_812"
"19",30,10,1,10000,902.257638,655.913942,915.786541,909.252895,579.723096,2121.776341,706.030419,1455.894384,911.600486,841.124239,"conf_812"
"20",30,10,1,50000,0,0,0,0.576265,0,0,0,0,0,0,"conf_812"
"21",5,11,1,500,26.464272,13.206261,44.993861,14.152282,35.997867,44.183761,46.736148,25.862274,30.508065,10.096973,"conf_812"
"22",5,11,1,2000,3e-05,0,4e-06,7.4e-05,0.000155,9e-06,0.298644,0.000734,0.004362,0.000598,"conf_812"
"23",5,11,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"24",5,11,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"25",5,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"26",30,11,1,500,178.37275,152.39935,176.331982,211.869274,158.980862,191.801736,138.922057,204.325445,156.994926,187.136437,"conf_812"
"27",30,11,1,2000,178.37275,152.39935,176.331982,186.601387,158.980862,191.801736,138.922057,204.325445,156.994926,187.136437,"conf_812"
"28",30,11,1,5000,178.37275,152.39935,176.331982,186.601387,158.980862,191.801736,138.922057,167.38024,156.994926,187.136437,"conf_812"
"29",30,11,1,10000,129.982135,135.236029,176.331982,186.601387,146.159857,154.757139,138.922057,139.45199,156.994926,187.136437,"conf_812"
"30",30,11,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"31",5,12,1,500,15.397927,22.55748,18.453259,4.489635,7.349443,21.936401,14.258945,11.170968,5.426163,17.432183,"conf_812"
"32",5,12,1,2000,5.251234,6.263384,1.89347,0.000623,0.050767,0.675658,0.416852,2.396768,0.746442,0.014871,"conf_812"
"33",5,12,1,5000,0.007492,1.1e-05,0,0,0,0,0,0,0,0,"conf_812"
"34",5,12,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"35",5,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"36",30,12,1,500,8010328.766899,4813231.177932,6754212.672859,9869400.844672,7244069.173682,6462286.152362,7364538.944441,5240794.06832,7947254.356183,7340019.525082,"conf_812"
"37",30,12,1,2000,986.407172,437.473423,835.46859,1152.17173,2301.844986,1658.357618,2157.157029,979.723875,1230.307292,753.599322,"conf_812"
"38",30,12,1,5000,3.087201,4.083005,5.83235,2.828666,0.259465,25.349234,11.235686,16.186362,1.446991,3.106898,"conf_812"
"39",30,12,1,10000,1.723207,2.014594,3.567531,1.442485,0.114142,16.138421,6.865292,10.398592,0.773549,1.734973,"conf_812"
"40",30,12,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"41",5,13,1,500,1.360078,7.523137,5.793979,15.906952,6.58347,24.514319,8.892266,26.628551,27.005267,2.935104,"conf_812"
"42",5,13,1,2000,0.74657,0.00185,0.000332,0.003671,8.1e-05,0.008794,0.00105,0.001718,0.001108,0.004799,"conf_812"
"43",5,13,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"44",5,13,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"45",5,13,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"46",30,13,1,500,739.911884,717.108625,802.153296,900.657277,869.800835,770.308719,489.129536,821.92327,868.220303,762.781321,"conf_812"
"47",30,13,1,2000,18.239674,22.027438,16.176054,22.077329,18.481322,20.029104,15.926846,27.024459,29.563456,21.836914,"conf_812"
"48",30,13,1,5000,3.056354,1.961599,0.02516,0.173852,0.228629,1.603049,4.650626,0.15195,2.951314,0.209754,"conf_812"
"49",30,13,1,10000,3.044884,1.940424,0.015675,0.162609,0.215392,1.586542,4.634856,0.13964,2.932941,0.19973,"conf_812"
"50",30,13,1,50000,0.043971,0.173674,0.015675,0.162609,0.215391,1.586542,0.021707,0.13964,0.000279,0.19973,"conf_812"
"51",5,14,1,500,0.003659,0.004044,0.00244,0.000529,0.001563,0.001692,0.001242,0.000521,0.001059,0.001398,"conf_812"
"52",5,14,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"53",5,14,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"54",5,14,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"55",5,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"56",30,14,1,500,7.024695,5.646387,3.428276,3.625532,4.351064,4.933894,5.806572,4.84229,4.423574,6.996038,"conf_812"
"57",30,14,1,2000,0.061895,0.031879,0.028121,0.026874,0.02382,0.026527,0.033989,0.029076,0.029597,0.059258,"conf_812"
"58",30,14,1,5000,0.002785,0.002494,0.001682,0.001549,0.00157,0.002013,0.002455,0.002224,0.002139,0.002641,"conf_812"
"59",30,14,1,10000,0.000175,0.000206,0.000193,0.000103,0.000168,0.000146,0.00022,0.000147,0.00015,0.000186,"conf_812"
"60",30,14,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_812"
"61",5,15,1,500,5.196846,13.150632,12.481658,21.839979,20.300407,10.766102,12.956009,7.423187,11.427166,14.454087,"conf_812"
"62",5,15,1,2000,4.974795,1.989918,2.984877,4.97479,6.964708,5.969749,4.974795,6.964708,10.94454,5.969749,"conf_812"
"63",5,15,1,5000,4.974795,1.989918,2.984877,4.97479,6.964708,5.969749,4.974795,6.964708,10.94454,5.969749,"conf_812"
"64",5,15,1,10000,4.974795,1.989918,2.984877,4.97479,6.964708,5.969749,4.974795,6.964708,10.94454,5.969749,"conf_812"
"65",5,15,1,50000,2.984877,1.989918,2.984877,4.97479,3.979836,3.979836,2.984877,4.97479,10.94454,5.969749,"conf_812"
"66",30,15,1,500,340.833389,318.049761,358.365163,325.186907,330.33713,351.495148,347.190465,370.909616,293.724334,352.78562,"conf_812"
"67",30,15,1,2000,233.381494,218.842329,160.651587,230.703739,224.847884,222.317819,241.199826,239.425805,220.749981,215.942642,"conf_812"
"68",30,15,1,5000,46.003809,45.220033,39.802005,54.333793,58.725685,40.804614,53.804352,82.104232,28.354406,44.809456,"conf_812"
"69",30,15,1,10000,45.768061,44.773092,39.798312,52.732729,56.712583,40.793286,53.727693,76.611706,27.858839,44.773117,"conf_812"
"70",30,15,1,50000,45.768061,44.773092,39.798312,52.732729,56.712575,40.793286,53.727693,76.611706,27.858838,44.773117,"conf_812"
"71",5,16,1,500,0.734663,1.524617,1.656407,1.40432,1.093589,0.141386,0.523342,2.709291,2.114377,1.178132,"conf_812"
"72",5,16,1,2000,0.27,0.01118,1.138673,0.715626,0.740994,0.008613,0.315775,2.039698,1.58703,0.672931,"conf_812"
"73",5,16,1,5000,0.27,0.01118,1.138673,0.715626,0.740994,0.008613,0.315775,2.039698,1.58703,0.672931,"conf_812"
"74",5,16,1,10000,0.27,0.01118,1.138673,0.715626,0.740994,0.008613,0.315775,2.039698,1.58703,0.672931,"conf_812"
